Ticker,Year,Market_Capitalization,Total_Debt,Cash_Equivalents,Enterprise_Value
TWLO,2020,51723091830.03784,,933885000.0,
TWLO,2021,45419955936.66425,,1479452000.0,
TWLO,2022,8621899284.459578,,651752000.0,
TWLO,2023,13483218382.121384,,655931000.0,
TWLO,2024,18374761219.664974,,421297000.0,
BSY,2020,,479750000.0,122006000.0,
BSY,2021,,1676992000.0,329337000.0,
BSY,2022,,3206688000.0,71684000.0,
BSY,2023,,3294099000.0,68412000.0,
BSY,2024,,2906491000.0,64009000.0,
AFRM,2020,,,,
AFRM,2021,,,1466558000.0,
AFRM,2022,,,1255171000.0,
AFRM,2023,,,892027000.0,
AFRM,2024,,,1013106000.0,
DT,2020,11539449000.8313,1521778000.0,213170000.0,12848057000.8313
DT,2021,16968913970.564966,901898000.0,324962000.0,17545849970.564964
DT,2022,10825870490.044603,665831000.0,462967000.0,11028734490.044603
DT,2023,15796709297.500294,273918000.0,555348000.0,15515279297.500294
DT,2024,16402702953.408142,,778983000.0,
MDB,2020,,,706192000.0,
MDB,2021,,,429697000.0,
MDB,2022,,,473904000.0,
MDB,2023,,,455826000.0,
MDB,2024,,,802959000.0,
MNDY,2020,,,,
MNDY,2021,,,,
MNDY,2022,,,,
MNDY,2023,,,,
MNDY,2024,,,,
JKHY,2020,,,213345000.0,
JKHY,2021,,,50992000.0,
JKHY,2022,,,,
JKHY,2023,,,,
JKHY,2024,,335000000.0,,
WDC,2020,11459851477.214268,19535000000.0,3048000000.0,27946851477.214268
WDC,2021,13571254131.680445,17763000000.0,3370000000.0,27964254131.680443
WDC,2022,7829152206.420898,15496000000.0,2327000000.0,20998152206.4209
WDC,2023,12062675992.965698,12879000000.0,2023000000.0,22918675992.9657
WDC,2024,16585291057.109833,11541000000.0,1879000000.0,26247291057.109833
PAYC,2020,24917653189.699444,59977000.0,151710000.0,24825920189.699444
PAYC,2021,23897964600.67749,56499000.0,277978000.0,23676485600.67749
PAYC,2022,18009468977.55941,56380000.0,400730000.0,17665118977.55941
PAYC,2023,11181889873.262403,29000000.0,294025000.0,10916864873.262403
PAYC,2024,12547928812.408447,,402000000.0,
FLEX,2020,6586995849.465391,5111013000.0,1922686000.0,9775322849.465391
FLEX,2021,6472068449.73709,6204000000.0,2637000000.0,10039068449.737091
FLEX,2022,7831575581.068908,6763000000.0,2964000000.0,11630575581.068909
FLEX,2023,9600259553.000744,6939000000.0,3294000000.0,13245259553.000744
FLEX,2024,16536483499.37815,6805000000.0,2474000000.0,20867483499.37815
TER,2020,19202576568.990986,,914121000.0,
TER,2021,25701957.61960929,,1122199000.0,
TER,2022,14193925116.284689,,854773000.0,
TER,2023,15536825087.420654,,757571000.0,
TER,2024,19282187374.904636,,553354000.0,
RBRK,2020,,,,
RBRK,2021,,,,
RBRK,2022,,,,
RBRK,2023,,,,
RBRK,2024,,,,
ZBRA,2020,,1961000000.0,168000000.0,
ZBRA,2021,,1803000000.0,332000000.0,
ZBRA,2022,,2731000000.0,105000000.0,
ZBRA,2023,,3856000000.0,137000000.0,
ZBRA,2024,,4139000000.0,901000000.0,
JNPR,2020,6539504030.227661,3389700000.0,1361900000.0,8567304030.227661
JNPR,2021,9945723562.903631,3392600000.0,922500000.0,12415823562.903631
JNPR,2022,9768948306.583223,3288100000.0,880100000.0,12176948306.583223
JNPR,2023,9117639221.191406,3218100000.0,1068100000.0,11267639221.191406
JNPR,2024,12022115760.002136,2832500000.0,1224300000.0,13630315760.002136
AKAM,2020,17042124606.071615,,352917000.0,
AKAM,2021,18496754008.155075,,536725000.0,
AKAM,2022,13837805235.195374,,542337000.0,
AKAM,2023,18085312318.383038,,489468000.0,
AKAM,2024,14683541095.237658,,517707000.0,
LOGI,2020,,,715566000.0,
LOGI,2021,,,1750327000.0,
LOGI,2022,,,1328716000.0,
LOGI,2023,,,1149023000.0,
LOGI,2024,,,1520842000.0,
ENTG,2020,12682312132.225449,2018267000.0,580893000.0,14119686132.225449
ENTG,2021,18944794485.750072,2022810000.0,402565000.0,20565039485.750072
ENTG,2022,9709765716.856527,6569955000.0,561559000.0,15718161716.856527
ENTG,2023,17052556046.52595,10210069000.0,456929000.0,26805696046.525948
ENTG,2024,15869056792.08603,8558246000.0,329213000.0,24098089792.08603
YMM,2020,,,,
YMM,2021,,,,
YMM,2022,,,,
YMM,2023,,,,
YMM,2024,,,,
AUR,2020,,,,
AUR,2021,13610296373.692802,,1610135000.0,
AUR,2022,1418832866.7008688,,262000000.0,
AUR,2023,4498782019.424438,,501000000.0,
AUR,2024,11571129489.1119,,211000000.0,
PCTY,2020,10680415238.338287,,250851000.0,
PCTY,2021,12906450011.355446,,202287000.0,
PCTY,2022,11049289084.37965,,139756000.0,
PCTY,2023,8940766888.545227,,288767000.0,
PCTY,2024,11266561510.011292,,401811000.0,
TTAN,2020,,,,
TTAN,2021,,,,
TTAN,2022,,,,
TTAN,2023,,,,
TTAN,2024,,,,
MANH,2020,6538717360.469345,,204705000.0,
MANH,2021,9670185681.371256,,263706000.0,
MANH,2022,7573319655.798695,,225463000.0,
MANH,2023,13676019933.740198,,270741000.0,
MANH,2024,17837386487.76665,,266230000.0,
NICE,2020,,,,
NICE,2021,,,,
NICE,2022,,,,
NICE,2023,,,,
NICE,2024,,,,
ALAB,2020,,,,
ALAB,2021,,,,
ALAB,2022,,,,
ALAB,2023,,,,
ALAB,2024,12891386089.556885,,79551000.0,
DOX,2020,,,,
DOX,2021,,,,
DOX,2022,,,,
DOX,2023,,,,
DOX,2024,,,,
CACI,2020,6126154375.0,2975612000.0,107236000.0,8994530375.0
CACI,2021,6457981913.073222,3046438000.0,88031000.0,9416388913.073223
CACI,2022,7121267151.590983,3391067000.0,114804000.0,10397530151.590984
CACI,2023,7464912937.671661,3352591000.0,115776000.0,10701727937.671661
CACI,2024,9558802962.5,3131830000.0,133961000.0,12556671962.5
CLS,2020,,,,
CLS,2021,,,,
CLS,2022,,,,
CLS,2023,,,,
CLS,2024,,,423300000.0,
SWKS,2020,22484898017.610825,,566700000.0,
SWKS,2021,23499163000.16131,,882900000.0,
SWKS,2022,14122929798.12622,499200000.0,566000000.0,14056129798.12622
SWKS,2023,16636668760.681152,798600000.0,718800000.0,16716468760.681152
SWKS,2024,14077119355.96466,299400000.0,1368600000.0,13007919355.96466
PCOR,2020,,,,
PCOR,2021,6657592954.326687,,586108000.0,
PCOR,2022,6725952747.2794285,,296712000.0,
PCOR,2023,9168126255.841017,,357790000.0,
PCOR,2024,11715223696.066467,,437722000.0,
WIX,2020,,,,
WIX,2021,,,,
WIX,2022,,,,
WIX,2023,,,,
WIX,2024,,,,
DAY,2020,14678383157.876802,,188200000.0,
DAY,2021,15633104732.068316,,367500000.0,
DAY,2022,9903841338.01587,,431900000.0,
DAY,2023,10517098276.634216,,570300000.0,
DAY,2024,12094829049.9115,,579700000.0,
COHR,2020,,6128438000.0,1591892000.0,
COHR,2021,,,,
COHR,2022,,3210305000.0,,
COHR,2023,,6132176000.0,,
COHR,2024,,8261410000.0,926033000.0,
DSGX,2020,,,,
DSGX,2021,,,,
DSGX,2022,,,,
DSGX,2023,,,,
DSGX,2024,,,,
SNX,2020,,457684000.0,1564672000.0,
SNX,2021,,306214000.0,993973000.0,
SNX,2022,,449384000.0,522604000.0,
SNX,2023,,1251713000.0,1033776000.0,
SNX,2024,,1154677000.0,1059378000.0,
EPAM,2020,18706154677.73437,,1322143000.0,
EPAM,2021,36769171439.79753,55272000.0,1446625000.0,35377818439.79753
EPAM,2022,19438444182.739258,57927000.0,1681344000.0,17815027182.739258
EPAM,2023,16328549343.46237,53819000.0,2036235000.0,14346133343.46237
EPAM,2024,13996889078.027344,51320000.0,1286267000.0,12761942078.027344
CIEN,2020,7615959418.948038,1356762000.0,1088624000.0,7884097418.948038
CIEN,2021,11009971086.563822,1346711000.0,1422546000.0,10934136086.563822
CIEN,2022,7366186171.603975,1731480000.0,994352000.0,8103314171.603975
CIEN,2023,6550752700.760875,2604531000.0,1010618000.0,8144665700.760876
CIEN,2024,11664099823.748634,3076480000.0,934863000.0,13805716823.748634
G,2020,7442796973.480222,2647167000.0,680440000.0,9409523973.48022
G,2021,9203138779.283283,2579847000.0,899458000.0,10883527779.283283
G,2022,8134175220.130409,2521629000.0,646765000.0,10009039220.13041
G,2023,6182018904.580447,2073873000.0,583670000.0,7672221904.580447
G,2024,7788334764.078776,2019987000.0,648246000.0,9160075764.078777
ESTC,2020,,,297081000.0,
ESTC,2021,,,400814000.0,
ESTC,2022,,,860949000.0,
ESTC,2023,,,644167000.0,
ESTC,2024,,,540397000.0,
DBX,2020,,,314900000.0,
DBX,2021,,,533000000.0,
DBX,2022,,,232800000.0,
DBX,2023,,,614900000.0,
DBX,2024,,,1328300000.0,
APPF,2020,,,140263000.0,
APPF,2021,,,57847000.0,
APPF,2022,,,70769000.0,
APPF,2023,,,49509000.0,
APPF,2024,,,42504000.0,
U,2020,30709614344.181606,,1272578000.0,
U,2021,40890823920.80906,,1055776000.0,
U,2022,10555362903.636295,,1485084000.0,
U,2023,13994474728.45936,,1590325000.0,
U,2024,9787131884.130478,,1517672000.0,
EXLS,2020,574965196.0289114,396092000.0,218530000.0,752527196.0289114
EXLS,2021,911372178.3116924,201961000.0,135337000.0,977996178.3116922
EXLS,2022,1164216375.686524,220000000.0,118669000.0,1265547375.686524
EXLS,2023,4971585786.961627,355000000.0,136953000.0,5189632786.961627
EXLS,2024,7456258525.768831,418598000.0,153355000.0,7721501525.768831
MTSI,2020,3336722409.5669703,1307444000.0,129441000.0,4514725409.566971
MTSI,2021,5148200671.530587,1144269000.0,156537000.0,6135932671.530587
MTSI,2022,4574842665.184748,1058017000.0,119952000.0,5512907665.184748
MTSI,2023,6368367349.526215,1013054000.0,173952000.0,7207469349.526215
MTSI,2024,9796571306.04248,895415000.0,146806000.0,10545180306.04248
ASTS,2020,,,131151.0,
ASTS,2021,,5000000.0,321787000.0,
ASTS,2022,,9758000.0,238588000.0,
ASTS,2023,,64010000.0,85622000.0,
ASTS,2024,,214825000.0,564988000.0,
KVYO,2020,,,,
KVYO,2021,,,,
KVYO,2022,,,,
KVYO,2023,,,738562000.0,
KVYO,2024,,,881473000.0,
CFLT,2020,,,,
CFLT,2021,3793097407.0674906,,1375932000.0,
CFLT,2022,,,435781000.0,
CFLT,2023,,,349761000.0,
CFLT,2024,,,385980000.0,
GTLB,2020,,,,
GTLB,2021,,,,
GTLB,2022,,,884672000.0,
GTLB,2023,,,295402000.0,
GTLB,2024,,,287996000.0,
KD,2020,,,,
KD,2021,,3268000000.0,2223000000.0,
KD,2022,,,,
KD,2023,,9000000000.0,1847000000.0,
KD,2024,,5900000000.0,1553000000.0,
ENPH,2020,19220414116.31412,107557000.0,679379000.0,18648592116.31412
ENPH,2021,26747913796.62505,956492000.0,119316000.0,27585089796.62505
ENPH,2022,41441647416.905,2151059000.0,473244000.0,43119462416.905
ENPH,2023,16279157717.29946,2493203000.0,288748000.0,18483612717.29946
ENPH,2024,9707686994.327543,2494827000.0,369110000.0,11833403994.327543
FOUR,2020,5189948458.277903,1640500000.0,927800000.0,5902648458.277903
FOUR,2021,,2743900000.0,1231500000.0,
FOUR,2022,,3480400000.0,776500000.0,
FOUR,2023,,3492100000.0,455000000.0,
FOUR,2024,,3904300000.0,1211900000.0,
FN,2020,2674899945.750675,97202000.0,225430000.0,2546671945.750675
FN,2021,4302456419.261388,66872000.0,302969000.0,4066359419.261388
FN,2022,4734104357.693987,42560000.0,197996000.0,4578668357.693987
FN,2023,6575719615.394918,15202000.0,231368000.0,6359553615.394918
FN,2024,8391655984.89266,,409973000.0,
PSN,2020,842862843.690513,789351000.0,483609000.0,1148604843.6905131
PSN,2021,981425033.9305656,1131920000.0,342608000.0,1770737033.9305656
PSN,2022,1747408890.8424473,1335527000.0,262539000.0,2820396890.8424473
PSN,2023,2737727956.7467804,1489568000.0,272943000.0,3954352956.7467804
PSN,2024,4721242155.70782,1530059000.0,453548000.0,5797753155.70782
CVLT,2020,2405472063.7664795,,288082000.0,
CVLT,2021,3080523421.7188697,,397237000.0,
CVLT,2022,2908417910.123825,,267507000.0,
CVLT,2023,3449277425.383759,,287778000.0,
CVLT,2024,7264227470.336914,,312754000.0,
CRDO,2020,,,,
CRDO,2021,,,,
CRDO,2022,1489534409.1506004,,259322000.0,
CRDO,2023,2791611372.449684,,108583000.0,
CRDO,2024,10792209446.07048,,66942000.0,
OTEX,2020,11126004592.80798,6189189000.0,1692850000.0,15622343592.80798
OTEX,2021,11777499836.634336,7163170000.0,1607306000.0,17333363836.63434
OTEX,2022,7369821747.118664,7788426000.0,1693741000.0,13464506747.118664
OTEX,2023,10759151518.592854,12771663000.0,1231625000.0,22299189518.592854
OTEX,2024,7900619506.075408,14919039000.0,1280662000.0,21538996506.07541
SATS,2020,,3884424000.0,896005000.0,
SATS,2021,,2991250000.0,535894000.0,
SATS,2022,,,704541000.0,
SATS,2023,,,1821376000.0,
SATS,2024,,,4305393000.0,
VERX,2020,,907000.0,303051000.0,
VERX,2021,,,73333000.0,
VERX,2022,,46709000.0,91803000.0,
VERX,2023,,90768000.0,68175000.0,
VERX,2024,,379279000.0,296051000.0,
PEGA,2020,10361282037.793476,,,
PEGA,2021,8915756239.041283,,159965000.0,
PEGA,2022,2891808993.2109284,,145054000.0,
PEGA,2023,4206225177.515793,,229902000.0,
PEGA,2024,8085829294.561769,,337103000.0,
LSCC,2020,5848719500.289736,283006000.0,182332000.0,5949393500.289736
LSCC,2021,10352916966.174898,298694000.0,131570000.0,10520040966.174898
LSCC,2022,9421093450.066156,269512000.0,145722000.0,9544883450.066156
LSCC,2023,9118853211.451817,257504000.0,128317000.0,9248040211.451817
LSCC,2024,8234060921.850586,,136291000.0,
QXO,2020,79854384.82734412,1520533.0,6595416.0,74779501.82734412
QXO,2021,136291947.70761907,1701525.0,6814117.0,131179355.70761907
QXO,2022,,,,
QXO,2023,365754224.4694989,5470608.0,6143298.0,365081534.4694989
QXO,2024,1694307398.3503082,994000.0,5068504000.0,-3373202601.6496916
IONQ,2020,,,,
IONQ,2021,2837671696.4972878,,399025000.0,
IONQ,2022,792116172.9572977,,44367000.0,
IONQ,2023,2756197417.1607084,,35665000.0,
IONQ,2024,8166620490.282825,,54393000.0,
ONTO,2020,2315266351.867676,,136720000.0,
ONTO,2021,4679584557.196481,,169602000.0,
ONTO,2022,3575283687.356132,,233508000.0,
ONTO,2023,,,,
ONTO,2024,8324232775.006103,,212945000.0,
NXT,2020,,,,
NXT,2021,,,,
NXT,2022,,,,
NXT,2023,,147147000.0,130008000.0,
NXT,2024,2271575019.140707,291114000.0,474054000.0,2088635019.140707
CWAN,2020,,,,
CWAN,2021,,,254597000.0,
CWAN,2022,,,250724000.0,
CWAN,2023,,,221765000.0,
CWAN,2024,,,177350000.0,
PATH,2020,,,,
PATH,2021,,,,
PATH,2022,,,1768723000.0,
PATH,2023,,,1402119000.0,
PATH,2024,,,1061678000.0,
CCCS,2020,,,605009.0,
CCCS,2021,6638256960.679501,2073207000.0,182544000.0,8528919960.679501
CCCS,2022,5439458706.193454,1554742000.0,323788000.0,6670412706.193454
CCCS,2023,7036027071.0781975,1541636000.0,195572000.0,8382091071.0781975
CCCS,2024,7525259185.35666,1528557000.0,398983000.0,8654833185.356659
S,2020,,,,
S,2021,,,,
S,2022,,19621000.0,1669304000.0,
S,2023,,,137941000.0,
S,2024,,,256651000.0,
SAIC,2020,5364194237.845284,3916000000.0,188000000.0,9092194237.845284
SAIC,2021,4618831493.559338,4298000000.0,171000000.0,8745831493.559338
SAIC,2022,6122565674.918038,4817000000.0,106000000.0,10833565674.918037
SAIC,2023,6830640850.067139,4713000000.0,109000000.0,11434640850.067139
SAIC,2024,6055355961.990356,4365000000.0,94000000.0,10326355961.990356
OLED,2020,10803502507.301777,,630012000.0,
OLED,2021,7190258755.915884,,311993000.0,
OLED,2022,5201047342.010656,,93430000.0,
OLED,2023,8640287941.883698,,91985000.0,
OLED,2024,7365242171.799735,,98980000.0,
ACIW,2020,4460340516.504148,2459749000.0,165374000.0,6754715516.504148
ACIW,2021,3838625921.120709,2140614000.0,122059000.0,5857180921.120708
ACIW,2022,2382871850.7108703,2044223000.0,124981000.0,4302113850.710871
ACIW,2023,3146283441.0308285,1987950000.0,164239000.0,4969994441.030828
ACIW,2024,5761048264.668984,1853248000.0,216394000.0,7397902264.668984
BMI,2020,3190065846.637293,,72273000.0,
BMI,2021,3849394920.183654,,87174000.0,
BMI,2022,4139327483.5600495,,,
BMI,2023,5636556353.406056,,,
BMI,2024,8297850548.094203,,,
QRVO,2020,19693336407.37915,,714939000.0,
QRVO,2021,18116587322.726475,,1397880000.0,
QRVO,2022,10721831739.116488,,972592000.0,
QRVO,2023,11618894909.633064,,808757000.0,
QRVO,2024,7232614206.774616,,1029258000.0,
NVMI,2020,,,,
NVMI,2021,,,,
NVMI,2022,,,,
NVMI,2023,,,,
NVMI,2024,,,,
INFA,2020,,,,
INFA,2021,,4615220000.0,456378000.0,
INFA,2022,,3659168000.0,497879000.0,
INFA,2023,,3627720000.0,732443000.0,
INFA,2024,,3596361000.0,912460000.0,
ARW,2020,,5228133000.0,373615000.0,
ARW,2021,,4883635000.0,222194000.0,
ARW,2022,,6399909000.0,176915000.0,
ARW,2023,,7580354000.0,218053000.0,
ARW,2024,,6931268000.0,188807000.0,
IDCC,2020,1740213028.2081425,718580000.0,473474000.0,1985319028.2081423
IDCC,2021,2022818450.7819583,790737000.0,706282000.0,2107273450.7819586
IDCC,2022,1428742445.5738068,1029811000.0,693479000.0,1765074445.5738068
IDCC,2023,2909115860.3485107,636085000.0,437076000.0,3108124860.3485107
IDCC,2024,4953083941.130066,44462000.0,527360000.0,4470185941.130066
RMBS,2020,1961864213.2174983,,136146000.0,
RMBS,2021,3133062667.3012424,,107891000.0,
RMBS,2022,4021064190.4800177,,125334000.0,
RMBS,2023,7279563407.20079,,94767000.0,
RMBS,2024,6080108610.753153,,99774000.0,
SPSC,2020,3597958439.54444,,149692000.0,
SPSC,2021,5034628497.544998,,207552000.0,
SPSC,2022,4751970167.881396,,162893000.0,
SPSC,2023,6855835818.2125,,219081000.0,
SPSC,2024,7158850012.159505,,241017000.0,
WEX,2020,8529773081.016904,5961887000.0,852033000.0,13639627081.016903
WEX,2021,5863735933.549064,5877977000.0,588923000.0,11152789933.549065
WEX,2022,7180840696.3283,5575978000.0,921978000.0,11834840696.3283
WEX,2023,7967508860.702515,6593400000.0,975800000.0,13585108860.702515
WEX,2024,7153238616.981506,8243900000.0,595800000.0,14801338616.981506
SNDK,2020,,,,
SNDK,2021,,,,
SNDK,2022,,,,
SNDK,2023,,,,
SNDK,2024,,,,
OS,2020,,,,
OS,2021,,,,
OS,2022,,,,
OS,2023,,,,
OS,2024,,,544174000.0,
VRNS,2020,1516295802.004795,,234092000.0,
VRNS,2021,5007556810.018449,,805761000.0,
VRNS,2022,2440216806.627441,,367800000.0,
VRNS,2023,4830436851.778569,,230740000.0,
VRNS,2024,5253307693.236566,,185585000.0,
ITRI,2020,3505475024.215153,1835059000.0,206933000.0,5133601024.215153
ITRI,2021,2767828165.69519,1352805000.0,162579000.0,3958054165.69519
ITRI,2022,2343324708.1406,902754000.0,202007000.0,3044071708.1406
ITRI,2023,3304694978.281021,907353000.0,302049000.0,3909998978.281021
ITRI,2024,5098464794.259834,1697251000.0,1051237000.0,5744478794.259834
QTWO,2020,6272940074.317569,,407703000.0,
QTWO,2021,4452434507.497151,,322848000.0,
QTWO,2022,1504569661.4591055,,199600000.0,
QTWO,2023,2381734489.4542694,,229655000.0,
QTWO,2024,6328125402.038765,,358560000.0,
CRUS,2020,4743814992.514474,,292119000.0,
CRUS,2021,5118568888.606481,,442164000.0,
CRUS,2022,4325157272.574288,,369814000.0,
CRUS,2023,4555076753.822327,,445784000.0,
CRUS,2024,5639108241.57486,,502764000.0,
CLBT,2020,,,,
CLBT,2021,,,,
CLBT,2022,,,,
CLBT,2023,,,,
CLBT,2024,,,,
QLYS,2020,4145903791.97868,,74132000.0,
QLYS,2021,5252544709.98764,,137328000.0,
QLYS,2022,4412040006.117684,,173719000.0,
QLYS,2023,7253640082.899857,,203665000.0,
QLYS,2024,5442472008.476257,,232182000.0,
LYFT,2020,,644236000.0,319734000.0,
LYFT,2021,,1299409000.0,457325000.0,
LYFT,2022,,1458380000.0,281090000.0,
LYFT,2023,,1642569000.0,558636000.0,
LYFT,2024,,1405330000.0,759319000.0,
VNT,2020,2740558990.0790186,1819900000.0,380500000.0,4179958990.0790186
VNT,2021,5121002484.717735,4379100000.0,572600000.0,8927502484.717735
VNT,2022,3072333498.655047,5169500000.0,204500000.0,8037333498.655046
VNT,2023,5332033363.275528,4885900000.0,340900000.0,9877033363.275528
VNT,2024,5785202354.393005,4439900000.0,356400000.0,9868702354.393005
MKSI,2020,7946470992.36078,,,
MKSI,2021,8798359796.905518,,,
MKSI,2022,5001670750.318254,5947000000.0,,
MKSI,2023,6147388438.2247925,10075000000.0,,
MKSI,2024,7390034504.432678,,420000000.0,
BOX,2020,2679998384.822755,80000000.0,195586000.0,2564412384.822755
BOX,2021,4072374392.179217,337614000.0,595082000.0,3814906392.1792164
BOX,2022,4593727972.157615,665077000.0,416274000.0,4842530972.157615
BOX,2023,3680939034.480477,736814000.0,428465000.0,3989288034.4804764
BOX,2024,4683122530.68552,740173000.0,383742000.0,5039553530.68552
BILL,2020,,,573643000.0,
BILL,2021,,,509615000.0,
BILL,2022,11095871455.350603,,1596542000.0,
BILL,2023,8054242981.656647,,1617151000.0,
BILL,2024,9530447532.917025,,985941000.0,
INTA,2020,,,,
INTA,2021,,,,
INTA,2022,1109874310.911129,,50783000.0,
INTA,2023,2491992452.4908066,,130377000.0,
INTA,2024,4768385978.557205,,208370000.0,
NSIT,2020,2596220606.2008085,,128313000.0,
NSIT,2021,3568266652.42513,,103840000.0,
NSIT,2022,3416178999.387832,,163637000.0,
NSIT,2023,5853918898.95134,,268730000.0,
NSIT,2024,5084637558.233643,,259234000.0,
AMKR,2020,3447986846.1049395,2604580000.0,698002000.0,5354564846.104939
AMKR,2021,5344964867.050171,2292342000.0,826744000.0,6810562867.050171
AMKR,2022,6012871932.386035,2370330000.0,959072000.0,7424129932.386035
AMKR,2023,7526648964.814329,2435790000.0,1119818000.0,8842620964.81433
AMKR,2024,6438707682.295418,2362916000.0,1133553000.0,7668070682.295418
EEFT,2020,,2535414000.0,1420255000.0,
EEFT,2021,,2859292000.0,1260466000.0,
EEFT,2022,,3030153000.0,1131207000.0,
EEFT,2023,,3474900000.0,1254200000.0,
EEFT,2024,,3812800000.0,1278800000.0,
SANM,2020,2174749577.5465736,733324000.0,480526000.0,2427547577.5465736
SANM,2021,2538553861.936841,678321000.0,650026000.0,2566848861.936841
SANM,2022,3718834869.385856,677059000.0,529857000.0,3866036869.3858566
SANM,2023,2924296888.55114,685009000.0,667570000.0,2941735888.55114
SANM,2024,4358363697.530365,655595000.0,625860000.0,4388098697.530365
NOVT,2020,4249495388.265337,410261000.0,125054000.0,4534702388.265337
NOVT,2021,5989229089.255197,624288000.0,117393000.0,6496124089.255197
NOVT,2022,5180867740.251814,860023000.0,100105000.0,5940785740.251814
NOVT,2023,5765934298.915863,780066000.0,105051000.0,6440949298.915863
NOVT,2024,5820970695.474243,761353000.0,113989000.0,6468334695.474243
RELY,2020,,,,
RELY,2021,1915773552.1996496,,403262000.0,
RELY,2022,1704326624.0652947,,300635000.0,
RELY,2023,3487293902.992756,130000000.0,323710000.0,3293583902.992756
RELY,2024,4207786461.25667,130000000.0,368097000.0,3969689461.25667
CGNX,2020,13207380932.91328,,269073000.0,
CGNX,2021,13198274096.141634,,186161000.0,
CGNX,2022,8316048969.547817,,181374000.0,
CGNX,2023,6872128385.742188,,202655000.0,
CGNX,2024,6357739482.45592,,186094000.0,
GDS,2020,,,,
GDS,2021,,,,
GDS,2022,,,,
GDS,2023,,,,
GDS,2024,,,,
AVT,2020,,3145302000.0,477038000.0,
AVT,2021,,2639249000.0,199691000.0,
AVT,2022,,2826229000.0,153693000.0,
AVT,2023,,4670487000.0,288230000.0,
AVT,2024,,5958005000.0,310941000.0,
TENB,2020,4460181055.332184,,178223000.0,
TENB,2021,5467532924.255371,,278000000.0,
TENB,2022,4217080762.788228,,300866000.0,
TENB,2023,,,237132000.0,
TENB,2024,,,328647000.0,
TSEM,2020,,,,
TSEM,2021,,,,
TSEM,2022,,,,
TSEM,2023,,,,
TSEM,2024,,,,
ESE,2020,,347368000.0,52560000.0,
ESE,2021,,216368000.0,56232000.0,
ESE,2022,,307000000.0,97724000.0,
ESE,2023,,255000000.0,41866000.0,
ESE,2024,,224000000.0,65963000.0,
GRND,2020,,,,
GRND,2021,,,,
GRND,2022,959467931.53022,471755000.0,8725000.0,1422497931.53022
GRND,2023,1420811419.999077,664076000.0,27606000.0,2057281419.999077
GRND,2024,2903389155.447972,601180000.0,59152000.0,3445417155.447972
WK,2020,,,322831000.0,
WK,2021,,,300386000.0,
WK,2022,,,240197000.0,
WK,2023,,,256100000.0,
WK,2024,,,301835000.0,
FRSH,2020,,,,
FRSH,2021,,,747861000.0,
FRSH,2022,,,304083000.0,
FRSH,2023,,,488121000.0,
FRSH,2024,,,620315000.0,
LFUS,2020,,1356192000.0,687525000.0,
LFUS,2021,,1298931000.0,478473000.0,
LFUS,2022,,1478520000.0,562588000.0,
LFUS,2023,,1724538000.0,555513000.0,
LFUS,2024,,1646417000.0,724924000.0,
BDC,2020,1857899758.264814,3013210000.0,501994000.0,4369115758.264814
BDC,2021,2769835397.394816,3033717000.0,643757000.0,5159795397.394815
BDC,2022,3298874085.9375,2621167000.0,687676000.0,5232365085.9375
BDC,2023,3110230050.39978,2365387000.0,597044000.0,4878573050.39978
BDC,2024,4829167833.646774,2334312000.0,370302000.0,6793177833.646774
PAY,2020,,,,
PAY,2021,1519789724.2679336,,168386000.0,
PAY,2022,,,147334000.0,
PAY,2023,,,179361000.0,
PAY,2024,,,,
INGM,2020,,,,
INGM,2021,,,,
INGM,2022,,,,
INGM,2023,,,,
INGM,2024,,7631934000.0,918401000.0,
LITE,2020,6965912582.356196,,298000000.0,
LITE,2021,7340047604.787917,,774300000.0,
LITE,2022,3705983558.109829,,1290200000.0,
LITE,2023,3232992002.5634766,,859000000.0,
LITE,2024,5906446825.408936,,436700000.0,
ASAN,2020,,,,
ASAN,2021,,,259878000.0,
ASAN,2022,2489669842.068082,,240403000.0,
ASAN,2023,4027822293.4281344,,526563000.0,
ASAN,2024,4766780256.888437,,236663000.0,
YOU,2020,,,,
YOU,2021,,,280107000.0,
YOU,2022,2326931805.985874,,38939000.0,
YOU,2023,,,57900000.0,
YOU,2024,,,66892000.0,
FROG,2020,4035051698.745712,,164461000.0,
FROG,2021,2857333044.3073955,,68284000.0,
FROG,2022,2180654848.4689207,,45595000.0,
FROG,2023,3272149812.6375628,,84765000.0,
FROG,2024,3353029274.7514668,,49869000.0,
ALGM,2020,,,,
ALGM,2021,3204897597.8147182,25000000.0,197214000.0,3032683597.8147182
ALGM,2022,5900006272.909035,50000000.0,282383000.0,5667623272.909035
ALGM,2023,5578711580.859503,25000000.0,351576000.0,5252135580.859503
ALGM,2024,4182143863.035873,274611000.0,212143000.0,4244611863.0358734
VRRM,2020,2141913244.6549733,1670627000.0,120259000.0,3692281244.654973
VRRM,2021,2366310985.2194104,2039743000.0,101283000.0,4304770985.21941
VRRM,2022,2165427967.034657,2396847000.0,105204000.0,4457070967.034657
VRRM,2023,3477864995.501375,2219158000.0,136309000.0,5560713995.501375
VRRM,2024,3881417717.348719,2063324000.0,77560000.0,5867181717.348719
PLXS,2020,2254071743.158976,,385807000.0,
PLXS,2021,2657654815.853119,,270172000.0,
