ticker,year,revenue,net_income,total_assets,current_ratio,debt_assets,asset_turnover,roa,revenue_growth,r_and_d_ratio,capex_ratio,net_income_margin,ocf_margin
TSM,2022,,,,,,,,,,,,
TSM,2023,,,,,,,,,,,,
TSM,2024,,,,,,,,,,,,
ORCL,2020,39068000000.0,10135000000.0,115438000000.0,3.031395348837209,0.03353315199501031,0.3485926646352617,0.09043172560864075,-0.011086923505290336,0.15529333469847445,0.013548398274398379,0.25941947373809765,0.33631104740452544
ORCL,2021,40479000000.0,13746000000.0,131107000000.0,2.299577884456216,0.07894315330226456,0.3283700744286033,0.11150905514206332,0.036116514794716906,0.16124410187998717,0.016284408917906747,0.3395834877343808,0.39247511055115
ORCL,2022,42440000000.0,6717000000.0,109297000000.0,1.6212905540464353,0.06083424064704429,0.3530723282474501,0.055880933761501474,0.048444872650016055,0.17009896324222432,0.041272862018170674,0.15827049952874647,0.22476437323279924
ORCL,2023,49954000000.0,8503000000.0,134384000000.0,0.9096578605456908,0.059984819621383495,0.4099950344918151,0.06978796048932825,0.17704995287464656,0.1726188093045602,0.06470264317180617,0.17021659927132962,0.34361612683668974
ORCL,2024,52961000000.0,10467000000.0,140976000000.0,0.7150012680699974,0.1199140279196459,0.38466734456711216,0.07602411388727484,0.06019537974936942,0.16833141368176582,0.048703325388718646,0.19763599629916354,0.35258020052491457
SAP,2020,,,,,,,,,,,,
SAP,2021,,,,,,,,,,,,
SAP,2022,,,,,,,,,,,,
SAP,2023,,,,,,,,,,,,
SAP,2024,,,,,,,,,,,,
ASML,2020,,,,,,,,,,,,
ASML,2021,,,,,,,,,,,,
ASML,2022,,,,,,,,,,,,
ASML,2023,,,,,,,,,,,,
ASML,2024,,,,,,,,,,,,
CRM,2020,21252000000.0,4072000000.0,66301000000.0,1.2347134476534296,0.08318124915159651,0.43801397390712915,0.08392588470496094,0.6000602318927872,0.16930171277997366,0.01070873742477489,0.19160549595332205,0.2259081498211933
CRM,2021,21252000000.0,4072000000.0,66301000000.0,1.2347134476534296,0.08318124915159651,0.32053815176241685,0.06141687154039909,0.0,0.16930171277997366,0.01070873742477489,0.19160549595332205,0.2259081498211933
CRM,2022,26492000000.0,1444000000.0,95209000000.0,1.04874242702405,0.13964016006890104,0.3280539904649867,0.01788124574329763,0.24656502917372483,0.16854144647440736,0.007530800659601509,0.054507020987467916,0.2264834667069304
CRM,2023,31352000000.0,208000000.0,98849000000.0,1.0194662237843266,0.1245940778358911,0.32311989199105423,0.0021436890001958176,0.18345160803261362,0.16123373309517733,0.00807291930115631,0.006634345496300076,0.22681168665475887
CRM,2024,34857000000.0,4136000000.0,99823000000.0,1.0917351958244152,0.1109063041583603,0.3508999758395748,0.041636466135137315,0.11179510079101812,0.14074647846917404,0.007373050299029282,0.11865622400091803,0.2935995639326391
PLTR,2020,1092673000.0,-1166391000.0,2690504000.0,3.7385608034142455,0.15899511764338578,,,,0.5131086793578683,0.00454784679747735,-1.0674657468428341,-0.2714517518049773
PLTR,2021,1541889000.0,-520379000.0,3247450000.0,4.33785665264271,0.12875425333723384,0.519333426968279,-0.1752721560321956,0.41111659206368234,0.2513066764209356,0.0038882815747740534,-0.337494462960693,0.21652077419321364
PLTR,2022,1905871000.0,-373705000.0,3461239000.0,5.173269086523988,0.0590265508969476,0.568179863457674,-0.11140924851338317,0.23606238840798527,0.1887215871378493,0.011564356000842473,-0.19608095196369535,0.11739356965922668
PLTR,2023,2225012000.0,209825000.0,4522425000.0,5.547611451734409,0.03874381554144071,0.5573911928157297,0.05256358484024378,0.16745152216493142,0.18185250236852654,0.0033420123053450306,0.09430286218681068,0.3200805209140445
PLTR,2024,2865507000.0,462190000.0,6340884000.0,5.958013810995384,0.030788451578675782,0.527556935000192,0.08509193653609595,0.2878613688375613,0.1772384433191055,0.0019924666655311784,0.16129431894600152,0.4026739421680003
CSCO,2020,49301000000.0,11214000000.0,94853000000.0,1.7201452765386285,0.1607118383182398,0.5118299886839073,0.11642079254176053,-0.0501502774352651,0.1287397821545202,0.008117824423054622,0.22745988925173932,0.31289426177967994
CSCO,2021,49818000000.0,10591000000.0,97497000000.0,1.4895837300529382,0.1010184928767039,0.5179932414868729,0.11012217312191318,0.010486602705827469,0.13145850897266048,0.0070976542867985685,0.21259384158336345,0.3102091613473042
CSCO,2022,51557000000.0,11812000000.0,94002000000.0,1.4320202808112326,0.10892321439969363,0.5384571198805216,0.12336356847816438,0.03490706170460476,0.1313885602343038,0.005074360119997447,0.22910565005721822,0.2565316057955273
CSCO,2023,56998000000.0,12613000000.0,101852000000.0,1.3845220224216679,0.08932568825354435,0.5820458096337068,0.12880002450805192,0.10553368116841554,0.13247833257307273,0.008335624239092015,0.2212884662619741,0.3488894347170076
CSCO,2024,53803000000.0,10320000000.0,124413000000.0,0.9082889808791642,0.2561468656812391,0.4755750999933706,0.09122047157094557,-0.05605459840696165,0.14837462595022582,0.005385289318640335,0.1918108655651172,0.20221920710741037
IBM,2020,73620000000.0,5590000000.0,155971000000.0,0.9823421706087436,0.417462220540998,0.47780838987918495,0.03628020781614567,-0.04571791514900126,0.08602281988590058,0.01678517160241327,0.07593045368106492,0.2471746807932627
IBM,2021,57350000000.0,5743000000.0,132001000000.0,0.8786400547309557,0.41034537617139266,0.39830261275401774,0.03988582223271707,-0.22099972833469167,0.11312990409764603,0.015621093779592579,0.10013949433304271,0.22312118570183087
IBM,2022,60530000000.0,1639000000.0,127243000000.0,0.924234248531979,0.4176182579788279,0.4669731989939979,0.012644458502414713,0.05544899738448125,0.10849165702957211,0.010578185047507524,0.027077482240211465,0.17239385428713036
IBM,2023,61860000000.0,7502000000.0,135241000000.0,0.9644217806693629,0.4371085691469303,0.471343015193307,0.057161579372456986,0.021972575582355856,0.10952150016165535,0.009205788185535451,0.12127384416424183,0.22520206918849014
IBM,2024,62753000000.0,6023000000.0,137175000000.0,1.0404320801400035,0.42010570439219974,0.460714495477505,0.04421913543991542,0.014435822825735531,0.11918155307315985,0.007639876070712593,0.0959794750848565,0.21425270504995778
ACN,2020,44327039000.0,5107839000.0,37078593000.0,1.4017476677362215,0.07215494935312136,1.3257978539453115,0.1527727124858975,0.025732399987939376,0.01964063063179113,0.016158434059242756,0.11523077370451024,0.18533049320077527
ACN,2021,50533389000.0,5906809000.0,43175843000.0,1.2519369474577637,0.06274334933078203,1.2593294905218697,0.14720205622029417,0.14001273579315776,0.02213031862953027,0.01343649503265055,0.1168892313951079,0.17760827400671664
ACN,2022,61594305000.0,6877169000.0,47263390000.0,1.2332511161014903,0.0544240478729943,1.3621147140865293,0.1520837532976424,0.21888332088710694,0.018237010710649305,0.015191419828328015,0.11165267633103418,0.15490277875527617
ACN,2023,64111745000.0,6871557000.0,51245305000.0,1.2983442535908913,0.04713649377245389,1.30164641811568,0.13951168472996217,0.04087131107332082,0.02025614807396055,0.01030673931982647,0.10718093853162163,0.1485573041257885
ACN,2024,64896464000.0,7264787000.0,55932363000.0,1.099159011741437,0.0592808675006275,1.211007203478247,0.1355653119827164,0.012239863382286663,0.017727159988254523,0.00923452849649853,0.11194426556121763,0.1407014563998433
NOW,2020,4519484000.0,118503000.0,8715057000.0,1.209972642210201,0.04851132930054273,0.6133317030237244,0.016081846246921203,0.30604429440559094,0.22664689154779616,0.04811523321075238,0.026220471186533683,0.39531039384142086
NOW,2021,5896000000.0,230141000.0,10798000000.0,1.0547585370781976,0.05149101685497314,0.6043133067258503,0.02358841057041959,0.30457370797197203,0.23694029850746268,0.03630301907760696,0.03903341248303935,0.3716078697421981
NOW,2022,7245000000.0,325000000.0,13299000000.0,1.108076602830974,0.04887585532746823,0.6013196663485081,0.026974312155040047,0.22879918588873813,0.24403036576949622,0.0413564929693962,0.04485852311939269,0.37584541062801935
NOW,2023,8971000000.0,1731000000.0,17387000000.0,1.055940257976918,0.04066256398458618,0.5846966043146712,0.1128201785830672,0.23823326432022085,0.23676290268643407,0.0399148789325358,0.19295507747185375,0.3787760561810278
NOW,2024,10984000000.0,1425000000.0,20383000000.0,1.0991864082316343,0.03370455771966835,0.5816256288059306,0.07545671167593328,0.22438970014491139,0.2315185724690459,0.04179953883137909,0.12973415877640204,0.3884741442097597
INTU,2020,7679000000.0,1826000000.0,10931000000.0,2.2612638141116466,0.3109505077303083,0.8921807830835367,0.21215289880329963,0.13192806603773585,0.1812736033337674,0.005397493367486963,0.23779137908581846,0.314363849459565
INTU,2021,9633000000.0,2062000000.0,15516000000.0,1.9423728813559322,0.2182907965970611,0.7284758195636556,0.15593451053049495,0.254460216173981,0.17419287864631994,0.0034158288218613044,0.21405584968338004,0.33738191632928477
INTU,2022,12726000000.0,2066000000.0,27734000000.0,1.390358126721763,0.23220595658758203,0.5884855491329479,0.09553757225433526,0.3210837745250701,0.18442558541568443,0.005660921612461239,0.16234480590916234,0.3055948451988056
INTU,2023,14368000000.0,2384000000.0,27780000000.0,1.46622691292876,0.22102231821454282,0.51763519112296,0.0858882444068163,0.12902718843312902,0.17671213808463251,0.00755939524838013,0.16592427616926503,0.3511971046770601
INTU,2024,16285000000.0,2963000000.0,32132000000.0,1.2919503404084902,0.1732540769326528,0.5436306582988383,0.09891173721458138,0.13342149220489977,0.16911268038071844,0.005944230051039463,0.18194657660423702,0.2999078906969604
UBER,2020,11139000000.0,-6768000000.0,33252000000.0,1.4394756008739986,0.27378804282449176,0.34266992755295095,-0.20820451294356512,-0.21262458471760798,0.19795313762456235,0.018525201491639602,-0.6075949367088608,-0.24643145704282252
UBER,2021,17455000000.0,-496000000.0,38774000000.0,0.9772828014184397,0.28163202145767785,0.48468608558020715,-0.013772804265126483,0.5670167878624652,0.11767401890575767,0.007685562490328571,-0.028415926668576338,-0.02549412775708966
UBER,2022,31877000000.0,-9141000000.0,32109000000.0,1.0447305997966791,0.3406521536017939,0.8994258143701592,-0.2579179775122385,0.8262389000286451,0.08777488471311604,0.007848266841072597,-0.28675847789942593,0.02013991278978574
UBER,2023,37281000000.0,1887000000.0,38699000000.0,1.194943939073408,0.28447763508100987,1.0530166082928483,0.05329906225285278,0.16952661793769802,0.08486896810707867,0.005762422801622781,0.0506155950752394,0.09616158364850728
UBER,2024,43978000000.0,9856000000.0,51244000000.0,1.06700941094458,0.19126141597065022,0.9779082307683755,0.21916102420421824,0.17963573938467317,0.07069443812815498,0.004722504098040746,0.224112056028014,0.1622856882986948
AMD,2020,9763000000.0,2490000000.0,8962000000.0,2.5415804716590813,0.05925016737335416,1.3026017344896599,0.3322214809873249,0.45045312732134896,0.20311379698863055,0.032805177415755414,0.25504455597664655,0.10969988732971422
AMD,2021,16434000000.0,3162000000.0,12419000000.0,2.024292452830189,0.05322489733472904,1.5372527009962116,0.29577662410551425,0.683294069445867,0.17311670926128758,0.024237056123681457,0.1924059875867105,0.2142509431666058
AMD,2022,23601000000.0,1320000000.0,67580000000.0,2.358140995446695,0.04698135543060077,0.5900323754046926,0.03300041250515631,0.43610806863818913,0.21206728528452184,0.006658774785439479,0.055929833481632135,0.1510529214863777
AMD,2023,22680000000.0,854000000.0,67885000000.0,2.506802212587831,0.04423657656330559,0.3348466393533385,0.012608422839847932,-0.03902377017922969,0.2589065255731922,0.008043013920601017,0.037654320987654324,0.07350088183421517
AMD,2024,25785000000.0,1641000000.0,69226000000.0,2.6162615025408598,0.04280183745991391,0.3761186192209232,0.02393681032156428,0.13690476190476192,0.2503781268179174,0.0091872995695259,0.06364165212332752,0.11793678495249175
QCOM,2020,23531000000.0,5198000000.0,35594000000.0,2.1354935424354244,0.5257065797606338,0.6865253606803694,0.15165351344254643,-0.03056894491822189,0.25392036037567467,,0.22090008924397603,0.2470783222132506
QCOM,2021,33566000000.0,9043000000.0,41240000000.0,1.6797757509831812,0.4681377303588749,0.8737277767654944,0.2353905822942968,0.4264587140368025,0.21378776142525174,,0.2694095215396532,0.313889054400286
QCOM,2022,44200000000.0,12936000000.0,49014000000.0,1.7465026125063206,0.39468315175256047,0.97945797416181,0.2866576550623795,0.31680867544539115,0.1853846153846154,,0.29266968325791853,0.20579185520361992
QCOM,2023,35820000000.0,7232000000.0,51040000000.0,2.333194848358953,0.38260188087774294,0.7160133527894936,0.1445619365542607,-0.18959276018099547,0.24617532104969292,,0.20189838079285316,0.3154383026242323
QCOM,2024,38962000000.0,10142000000.0,55154000000.0,2.402037319116527,0.35631141893606993,0.7337891029625025,0.19100890822457012,0.08771635957565606,0.22824803654843182,,0.26030491247882553,0.31317694163543963
ADBE,2020,12868000000.0,5260000000.0,24284000000.0,1.477866473149492,0.31975786526107725,0.5713220146337998,0.23353697520778574,0.15188057393872886,,0.01725415911711415,0.4087659309916071,0.44505750699409385
ADBE,2021,15785000000.0,4822000000.0,27241000000.0,1.2505770340450086,0.1679820858265115,0.6127122755943717,0.187171276079573,0.22668635374572582,,0.012774861422121067,0.3054798859676908,0.45802977510294585
ADBE,2022,17606000000.0,4756000000.0,27165000000.0,1.106791338582677,0.16734769004233388,0.6472080285262655,0.17483365805242068,0.11536268609439342,,0.01627093686729247,0.27013518118823127,0.4451891400658866
ADBE,2023,19409000000.0,5428000000.0,29779000000.0,1.3433523209307963,0.1513482655562645,0.6816872717055352,0.1906434391683057,0.10240826990798592,,0.012089056046207058,0.2796640733680251,0.37621721881601317
ADBE,2024,21505000000.0,5560000000.0,30230000000.0,1.067579127459367,0.1978498180615283,0.7167258244596644,0.18530553750270792,0.10799113813179453,,0.006053589149851141,0.25854452452917925,0.37461055568472446
SONY,2020,,,,,,,,,,,,
SONY,2021,,,,,,,,,,,,
SONY,2022,,,,,,,,,,,,
SONY,2023,,,,,,,,,,,,
SONY,2024,,,,,,,,,,,,
TXN,2020,14461000000.0,5595000000.0,19351000000.0,4.284100418410042,0.3357449227430107,0.773957023201049,0.29944606492012094,0.00542306890078565,0.10580181176958717,0.03353831843315591,0.38690270382407854,0.42452112578659845
TXN,2021,18344000000.0,7769000000.0,24676000000.0,5.3269754768392374,0.3089641757172962,0.8333068344425012,0.3529197992141186,0.26851531705967774,0.08471434801569995,0.0997730588426001,0.42351722634103794,0.4773222852158744
TXN,2022,20028000000.0,8749000000.0,27207000000.0,4.69715242881072,0.31532326239570696,0.7720447930921497,0.3372588323728389,0.09180113388573921,0.08338326343119633,0.1028044253317161,0.43683842620331537,0.4353904533652886
TXN,2023,17519000000.0,6510000000.0,32348000000.0,4.554819277108434,0.3432051440583653,0.5883301150197296,0.21862144236420117,-0.12527461553824645,0.1063416861693019,0.1567639421293434,0.37159655231462985,0.36645927278954277
TXN,2024,15641000000.0,4799000000.0,35509000000.0,4.124622563821027,0.380438762003999,0.460998865260769,0.141444508304228,-0.10719789942348308,0.12524774630778082,0.13574023487003295,0.3068218144619909,0.40393836711207726
ADP,2020,14589800000.0,2466500000.0,39165500000.0,1.0477153080666255,0.06064521070840408,0.36000552723396484,0.06086126149245187,0.029248264574750268,,,0.1690564641050597,0.20741888168446448
ADP,2021,15005400000.0,2598500000.0,48772500000.0,1.0694845490723144,0.0682638782100569,0.3412722600013646,0.059098455730173534,0.02848565436126609,,,0.17317099177629386,0.20614578751649407
ADP,2022,16498300000.0,2948900000.0,63068200000.0,0.9935857806656067,0.053262975635898914,0.2950321305213576,0.052733933174595654,0.09949084996068082,,,0.17873962771921956,0.18786784092906542
ADP,2023,18012200000.0,3412000000.0,50971000000.0,0.9860408346505298,0.06552941868905848,0.315894885267522,0.0598390728802026,0.09176096931198972,,,0.1894271660319117,0.2335972285450972
ADP,2024,19202600000.0,3752000000.0,54362700000.0,1.010259538598048,0.06108968097611046,0.3646050599190952,0.07124025834087286,0.06608853998956263,0.049769302073677524,,0.1953902075760574,0.21651234728630497
FI,2020,14852000000.0,958000000.0,74619000000.0,1.0372194154889045,0.011458207695091063,0.19521812852429712,0.012592173924473244,0.45793658584470404,,0.012061271257990593,0.06450309722596283,0.27922165364934015
FI,2021,16226000000.0,1334000000.0,76249000000.0,1.0314293522820444,0.014728062007370589,0.21510194342073866,0.017684333324495587,0.09251279288984648,,0.015213314272974073,0.08221373104893381,0.24861333662023913
FI,2022,17737000000.0,2530000000.0,83869000000.0,1.0410461864086478,0.013067998903051187,0.22154910753319426,0.03160169375085874,0.09312214963638604,,0.017634644505121082,0.14263967976546202,0.26035970006201725
FI,2023,19093000000.0,3068000000.0,90890000000.0,1.0375238435860754,0.015623280888986688,0.218506629129258,0.03511121029532099,0.07645035800868241,,0.015271206953460226,0.1606871628345467,0.2703608652385691
FI,2024,20456000000.0,3131000000.0,77176000000.0,1.0595748521911812,0.02285684668808956,0.24342817702569228,0.03725917199195554,0.07138741947310533,,0.020330154452161294,0.15306022682831444,0.3241591709034024
AMAT,2020,17202000000.0,3619000000.0,22353000000.0,2.9982058757568963,0.2733413859437212,0.8314764241003456,0.17492810015225851,0.1775739320920044,0.12986861992791535,0.01887889768711135,0.2103825136612022,0.22113707708406
AMAT,2021,23063000000.0,5888000000.0,25825000000.0,2.5389344262295084,0.21994191674733785,0.9574079455353066,0.24442691685001453,0.34071619579118706,0.10774834149937129,0.025866408518877056,0.25530069808784633,0.23596236395958894
AMAT,2022,25785000000.0,6525000000.0,26726000000.0,2.158151511044857,0.21492179899723116,0.9813324199349204,0.24833019352628874,0.11802454147335559,0.10746558076401008,0.02944698046845768,0.2530541012216405,0.20938530153189838
AMAT,2023,26517000000.0,6856000000.0,30729000000.0,2.5972599023331524,0.18916983956523153,0.9230528239491776,0.2386563397441476,0.028388598022105877,0.11698155899988687,0.03599205961795047,0.2585511181506204,0.32809141305577555
AMAT,2024,27176000000.0,7177000000.0,34409000000.0,2.5059045819555976,0.18942718474817635,0.8344130922042433,0.22036292179680064,0.02485198174755817,0.11896526346776568,0.034583975122787644,0.26409331763320576,0.3192890785987636
PANW,2020,3408400000.0,-267000000.0,9065400000.0,1.9055615410335476,0.37733580426677255,0.4353668506029021,-0.03410484365419988,0.17547247896261553,0.2253550052810703,,-0.0783358760708837,0.30386691702851776
PANW,2021,4256100000.0,-498900000.0,10241600000.0,0.9082611839662282,0.34559053272926105,0.44088672502201276,-0.05168073755632672,0.24870907170519893,0.2679448321233054,,-0.11721999013181081,0.35314019877352504
PANW,2022,5501500000.0,-267000000.0,12253600000.0,0.7722933195285506,0.3225909120584971,0.4891265692236566,-0.02373839752480529,0.29261530509151573,0.2576933563573571,,-0.048532218485867494,0.36075615741161504
PANW,2023,6892700000.0,439700000.0,14501100000.0,0.7816478190630048,0.15658812090117302,0.5152515259001222,0.03286899124266017,0.2528764882304826,0.232709968517417,,0.06379212790343407,0.4029625545867367
PANW,2024,8027500000.0,2577600000.0,19990900000.0,0.8915745766462312,0.019033660315443526,0.46547025397193553,0.1494607445204685,0.1646379502952399,0.22540018685767674,,0.32109623170351914,0.4058050451572719
ARM,2020,,,,,,,,,,,,
ARM,2021,,,,,,,,,,,,
ARM,2022,,,,,,,,,,,,
ARM,2023,,,,,,,,,,,,
ARM,2024,,,,,,,,,,,,
SHOP,2020,,,,,,,,,,,,
SHOP,2021,,,,,,,,,,,,
SHOP,2022,,,,,,,,,,,,
SHOP,2023,,,,,,,,,,,,
SHOP,2024,8880000000.0,2019000000.0,13924000000.0,3.708588957055215,0.013645504165469693,,,,0.15394144144144145,0.0013645504165469692,0.22736486486486487,0.18198198198198198
CRWD,2020,,-141779000.0,1404906000.0,2.376080925418174,,,,,,0.057084246205795976,,
CRWD,2021,,-140077000.0,2732533000.0,2.6544682260382397,0.2817953159211618,,-0.06771193484665272,,,0.019322364999800553,,
CRWD,2022,,-183245000.0,5026540000.0,1.7260041383129643,0.15330067999060984,,-0.04723373526708667,,,0.0467556211628675,,
CRWD,2023,,89327000.0,6646520000.0,1.763743016573369,0.11716266557536877,,0.015304812962496552,,,0.026559613150942147,,
CRWD,2024,,-19271000.0,8701578000.0,1.766326692766646,0.0890746482994234,,-0.0025111906374327294,,,0.029288021092266255,,
ANET,2020,2317512000.0,634557000.0,4738919000.0,4.994510851384263,0.015277112776141563,0.5193764511790344,0.1422102507908544,-0.03865838472215193,0.20996396135165643,0.00033024409153226716,0.2738095854519847,0.31719965204063666
ANET,2021,2948037000.0,840854000.0,5734429000.0,4.33641218602145,0.009857476655478689,0.5629598099862623,0.16057023981252222,0.27206978863539866,0.19903142328267928,0.0006098253200100655,0.2852250497534461,0.3445872626429044
ANET,2022,4381310000.0,1352446000.0,6775410000.0,4.29115962431515,0.006488758613869862,0.7004582552980898,0.21622116799424837,0.48617876912671043,0.16625027674371365,0.0002082530798874164,0.30868530188459614,0.11248074206116436
ANET,2023,5860168000.0,2087321000.0,9946806000.0,4.393699538019884,0.0044650513943873035,0.7008841411927701,0.2496464583402104,0.3375378596812369,0.14588626128124654,,0.35618791133633027,0.34709141444409103
ANET,2024,7003146000.0,2852054000.0,14043921000.0,4.359387707148247,0.0026701232511917436,0.5838210738674156,0.2377630323582941,0.19504184862959562,0.1423241783050075,,0.4072532544659215,0.5295098802738084
KLAC,2020,5806424000.0,1216785000.0,9279960000.0,2.778905697540749,0.38152696778865425,0.6349817229166608,0.13306576228658965,0.27085708082288446,0.14877728529642342,0.016452118328096243,0.20955841323334293,0.3063589569070395
KLAC,2021,6918734000.0,2078292000.0,10271124000.0,2.7083372360662925,0.3420760960533628,0.7077596311283815,0.21260120410714822,0.19156541099995453,0.1341989733959999,0.022551378018608285,0.30038616891471764,0.3158129796578391
KLAC,2022,9211883000.0,3321807000.0,12597088000.0,2.4969361735623803,0.5367976313255889,0.8056496065367944,0.290517422175376,0.3314405496728159,0.11998133280676708,0.024396114403582796,0.360600216047034,0.3596118187779849
KLAC,2023,10496056000.0,3387277000.0,14072357000.0,2.236811492443443,0.4284349807214243,0.7871221917066515,0.2540193093632057,0.13940396333735458,0.1235442150842183,0.02427390095347922,0.3227190289381078,0.34963656825001693
KLAC,2024,9812247000.0,2761896000.0,15433566000.0,2.152248532110761,0.3909217092148373,0.6651035454813597,0.18720959856093977,-0.0651491379238068,0.13034537349090378,0.017972774406122344,0.2814743656575298,0.33718831170882674
ADI,2020,5603056000.0,1220761000.0,21468603000.0,1.8444789909933141,0.013437856203312344,0.26145092755590577,0.05696339564945899,-0.064764611967989,0.18749036240223194,0.007717875261841677,0.217874138684318,0.35846277460014675
ADI,2021,7318286000.0,1390422000.0,52322071000.0,1.9414120142424391,0.005653101919455749,0.1983525994084293,0.0376855752801499,0.3061240151802873,0.1771078637812187,0.006568470884877627,0.18999284805212588,0.373730816204778
ADI,2022,12013953000.0,2748561000.0,50302350000.0,2.0215675156745427,0.01697618500924907,0.23413438795430572,0.05356543741182228,0.641634803559194,0.14154525159204467,0.013902094037356108,0.22878073520014602,0.37251702249875623
ADI,2023,12305539000.0,3314579000.0,48794478000.0,1.3695912896430489,0.12835298699168377,0.24835384236516633,0.06689576380789908,0.024270612678441477,0.1349143666116535,0.025852577006767036,0.2693566693827877,0.39150125809198605
ADI,2024,9427157000.0,1635273000.0,48228277000.0,1.8353882500970458,0.1441661081941617,0.19432878400536038,0.033709061343393104,-0.23390946142220995,0.1578273280056755,0.015145948506516209,0.17346406769294284,0.4086628662278564
LRCX,2020,10044736000.0,2251753000.0,14559047000.0,3.4320107688931527,0.40683548861405555,0.756369901334243,0.16955728796048852,0.04052153200700384,0.1246834162689791,0.0025971480138775567,0.22417244216274076,0.21169804761419314
